entity1	entity2	left	middle	right	article
Honeywell	Safran	If successful in securing a contract, 	" will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while Rockwell Collins will supply the jet's avionics, the Journal said.
737 Max, an updated version of the single-aisle 737 jet, is expected to be delivered in late 2017 to Southwest (LUV.N), the Journal said. (link.reuters.com/jyn93t)
“No announcement has been made on who will supply these items” on the 737 Max, Boeing spokeswoman Lauren Penning said in an email to the Journal.
The jet will employ a new model of engine, supplied by CFM International, a joint venture between GE (GE.N) and "	 (SAF.PA), the Journal reported.	621260abe4bd45f7f521e731
Safran	Honeywell	"
The jet will employ a new model of engine, supplied by CFM International, a joint venture between GE (GE.N) and "	" (SAF.PA), the Journal reported.
Boeing had no immediate comment on the Journal report when contacted by Reuters. "	 and Rockwell Collins could not immediately be reached for comment by Reuters outside regular U.S. business hours.	621260abe4bd45f7f521e731
Honeywell	GE	If successful in securing a contract, 	" will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while Rockwell Collins will supply the jet's avionics, the Journal said.
737 Max, an updated version of the single-aisle 737 jet, is expected to be delivered in late 2017 to Southwest (LUV.N), the Journal said. (link.reuters.com/jyn93t)
“No announcement has been made on who will supply these items” on the 737 Max, Boeing spokeswoman Lauren Penning said in an email to the Journal.
The jet will employ a new model of engine, supplied by CFM International, a joint venture between "	 (GE.N) and Safran (SAF.PA), the Journal reported.	621260abe4bd45f7f521e731
GE	Honeywell	"
The jet will employ a new model of engine, supplied by CFM International, a joint venture between "	" (GE.N) and Safran (SAF.PA), the Journal reported.
Boeing had no immediate comment on the Journal report when contacted by Reuters. "	 and Rockwell Collins could not immediately be reached for comment by Reuters outside regular U.S. business hours.	621260abe4bd45f7f521e731
Boeing	Southwest	Nov 15 (Reuters) - Honeywell and Rockwell Collins are expected to win major contracts to supply systems to 	" for its updated 737 Max jetliner, the Wall Street Journal reported, citing two people familiar with the decisions.
If successful in securing a contract, Honeywell will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while Rockwell Collins will supply the jet's avionics, the Journal said.
737 Max, an updated version of the single-aisle 737 jet, is expected to be delivered in late 2017 to "	 , the Journal said.	621260abe4bd45f7f521e734
Southwest	Boeing	"
737 Max, an updated version of the single-aisle 737 jet, is expected to be delivered in late 2017 to "	" , the Journal said.
“No announcement has been made on who will supply these items” on the 737 Max, "	 spokeswoman Lauren Penning said in an email to the Journal.	621260abe4bd45f7f521e734
Rockwell Collins	Boeing	Nov 15 (Reuters) - Honeywell and 	 are expected to win major contracts to supply systems to 	 for its updated 737 Max jetliner, the Wall Street Journal reported, citing two people familiar with the decisions.	621260abe4bd45f7f521e734
Boeing	Rockwell Collins	Nov 15 (Reuters) - Honeywell and Rockwell Collins are expected to win major contracts to supply systems to 	" for its updated 737 Max jetliner, the Wall Street Journal reported, citing two people familiar with the decisions.
If successful in securing a contract, Honeywell will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while "	 will supply the jet's avionics, the Journal said.	621260abe4bd45f7f521e734
Rockwell Collins	Boeing	If successful in securing a contract, Honeywell will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while 	" will supply the jet's avionics, the Journal said.
737 Max, an updated version of the single-aisle 737 jet, is expected to be delivered in late 2017 to Southwest , the Journal said.
“No announcement has been made on who will supply these items” on the 737 Max, "	 spokeswoman Lauren Penning said in an email to the Journal.	621260abe4bd45f7f521e734
Boeing	Rockwell Collins	"
"	 had no immediate comment on the Journal report when contacted by Reuters. Honeywell International and 	 could not immediately be reached for comment by Reuters outside regular U.S. business hours.	621260abe4bd45f7f521e734
GE	Safran	"
The jet will employ a new model of engine, supplied by CFM International, a joint venture between "	 and 	, the Journal reported.	621260abe4bd45f7f521e734
Boeing	Safran	"
“No announcement has been made on who will supply these items” on the 737 Max, "	" spokeswoman Lauren Penning said in an email to the Journal. (ht tp://link.reuters.com/jyn93t)
The jet will employ a new model of engine, supplied by CFM International, a joint venture between GE and "	, the Journal reported.	621260abe4bd45f7f521e734
Safran	Boeing	"
The jet will employ a new model of engine, supplied by CFM International, a joint venture between GE and "	", the Journal reported.
"	 had no immediate comment on the Journal report when contacted by Reuters.	621260abe4bd45f7f521e734
Rockwell Collins	Boeing	Nov 15 (Reuters) - Honeywell and 	 are expected to win major contracts to supply systems to 	 for its updated 737 Max jetliner, the Wall Street Journal reported, citing two people familiar with the decisions.	621260abe4bd45f7f521e734
Boeing	Rockwell Collins	Nov 15 (Reuters) - Honeywell and Rockwell Collins are expected to win major contracts to supply systems to 	" for its updated 737 Max jetliner, the Wall Street Journal reported, citing two people familiar with the decisions.
If successful in securing a contract, Honeywell will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while "	 will supply the jet's avionics, the Journal said.	621260abe4bd45f7f521e734
Rockwell Collins	Boeing	If successful in securing a contract, Honeywell will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while 	" will supply the jet's avionics, the Journal said.
737 Max, an updated version of the single-aisle 737 jet, is expected to be delivered in late 2017 to Southwest , the Journal said.
“No announcement has been made on who will supply these items” on the 737 Max, "	 spokeswoman Lauren Penning said in an email to the Journal.	621260abe4bd45f7f521e734
Boeing	Rockwell Collins	"
"	 had no immediate comment on the Journal report when contacted by Reuters. Honeywell International and 	 could not immediately be reached for comment by Reuters outside regular U.S. business hours.	621260abe4bd45f7f521e734
Honeywell	Boeing	Nov 15 (Reuters) - 	 and Rockwell Collins are expected to win major contracts to supply systems to 	 for its updated 737 Max jetliner, the Wall Street Journal reported, citing two people familiar with the decisions.	621260abe4bd45f7f521e734
Boeing	Honeywell	Nov 15 (Reuters) - Honeywell and Rockwell Collins are expected to win major contracts to supply systems to 	" for its updated 737 Max jetliner, the Wall Street Journal reported, citing two people familiar with the decisions.
If successful in securing a contract, "	 will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while Rockwell Collins will supply the jet's avionics, the Journal said.	621260abe4bd45f7f521e734
Honeywell	Boeing	If successful in securing a contract, 	" will supply the jet's auxiliary power unit and the 737 Max's environmental and engine-bleed systems, while Rockwell Collins will supply the jet's avionics, the Journal said.
737 Max, an updated version of the single-aisle 737 jet, is expected to be delivered in late 2017 to Southwest , the Journal said.
“No announcement has been made on who will supply these items” on the 737 Max, "	 spokeswoman Lauren Penning said in an email to the Journal.	621260abe4bd45f7f521e734
Boeing	Honeywell	"
"	 had no immediate comment on the Journal report when contacted by Reuters. 	 and Rockwell Collins could not immediately be reached for comment by Reuters outside regular U.S. business hours.	621260abe4bd45f7f521e734
Boeing	GE	"
“No announcement has been made on who will supply these items” on the 737 Max, "	" spokeswoman Lauren Penning said in an email to the Journal. (ht tp://link.reuters.com/jyn93t)
The jet will employ a new model of engine, supplied by CFM International, a joint venture between "	 and Safran, the Journal reported.	621260abe4bd45f7f521e734
GE	Boeing	"
The jet will employ a new model of engine, supplied by CFM International, a joint venture between "	" and Safran, the Journal reported.
"	 had no immediate comment on the Journal report when contacted by Reuters.	621260abe4bd45f7f521e734
Safran	Honeywell	"
The jet will employ a new model of engine, supplied by CFM International, a joint venture between GE and "	", the Journal reported.
Boeing had no immediate comment on the Journal report when contacted by Reuters. "	 and Rockwell Collins could not immediately be reached for comment by Reuters outside regular U.S. business hours.	621260abe4bd45f7f521e734
GE	Honeywell	"
The jet will employ a new model of engine, supplied by CFM International, a joint venture between "	" and Safran, the Journal reported.
Boeing had no immediate comment on the Journal report when contacted by Reuters. "	 and Rockwell Collins could not immediately be reached for comment by Reuters outside regular U.S. business hours.	621260abe4bd45f7f521e734
Boeing	Southwest	"(Adds details on U.S. suppliers)
Dec 17 (Reuters) - Shares of "	" and its main global suppliers fell on Tuesday after the U.S. planemaker said it would suspend production of its best-selling 737 MAX jet in January, its biggest assembly-line halt in more than two decades.
The 737 MAX has been grounded since March after two crashes in Indonesia and Ethiopia killed 346 people within five months, costing the plane manufacturer more than $9 billion so far.
Britain's Senior Plc, which makes parts including airframes and engine build-up tubes for the MAX, was one of the first suppliers to comment on the suspension, saying it was working closely with the U.S. planemaker to assess the impact of a production shutdown on its 2020 sales.
The fallout extended to carriers, with "	 extending cancellations of MAX flights by another five weeks through April 13, due to the continued uncertainty around the timing of the aircraft's return to service.	621260ace4bd45f7f521e73a
